,hotel_id,date,city,accommodation_type,stars,rating,distance,price,lnprice
9204,1439,2017-NOV-weekend,Barcelona,Hotel,4.0,4.5,2.0,148,4.997212273764115
9207,1439,2017-DEC-holiday,Barcelona,Hotel,4.0,4.5,2.0,129,4.859812404361672
9209,1440,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,2.4,98,4.584967478670572
9210,1440,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,2.4,139,4.9344739331306915
9211,1440,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,2.4,116,4.7535901911063645
9222,1445,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,2.5,121,4.795790545596741
9226,1445,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,2.5,132,4.882801922586371
9227,1445,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,2.5,69,4.23410650459726
9228,1445,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,2.5,69,4.23410650459726
9251,1448,2018-JUNE-weekend,Barcelona,Apartment,3.0,4.4,2.1,247,5.5093883366279774
9252,1448,2017-NOV-weekday,Barcelona,Apartment,3.0,4.4,2.1,83,4.418840607796598
9254,1448,2017-NOV-weekend,Barcelona,Apartment,3.0,4.4,2.1,89,4.48863636973214
9256,1448,2017-DEC-holiday,Barcelona,Apartment,3.0,4.4,2.1,95,4.553876891600541
9260,1449,2017-NOV-weekday,Barcelona,Hotel,4.0,4.5,1.9,138,4.927253685157205
9262,1449,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.5,1.9,197,5.2832037287379885
9264,1449,2017-NOV-weekend,Barcelona,Hotel,4.0,4.5,1.9,131,4.875197323201151
9265,1449,2017-DEC-holiday,Barcelona,Hotel,4.0,4.5,1.9,125,4.8283137373023015
9266,1450,2017-DEC-holiday,Barcelona,Hotel,4.0,4.1,1.8,102,4.624972813284271
9267,1450,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.1,1.8,166,5.111987788356544
9271,1450,2017-NOV-weekend,Barcelona,Hotel,4.0,4.1,1.8,97,4.574710978503383
9272,1450,2017-NOV-weekday,Barcelona,Hotel,4.0,4.1,1.8,112,4.718498871295094
9275,1451,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,1.7,77,4.343805421853684
9278,1451,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,1.7,114,4.736198448394496
9279,1451,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,1.7,77,4.343805421853684
9280,1451,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,1.7,66,4.189654742026425
9281,1452,2017-NOV-weekend,Barcelona,Hotel,4.0,3.5,2.5,95,4.553876891600541
9285,1452,2017-DEC-holiday,Barcelona,Hotel,4.0,3.5,2.5,84,4.430816798843313
9286,1452,2018-JUNE-weekend,Barcelona,Hotel,4.0,3.5,2.5,196,5.278114659230517
9288,1452,2017-NOV-weekday,Barcelona,Hotel,4.0,3.5,2.5,79,4.3694478524670215
9301,1454,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,1.7,91,4.51085950651685
9302,1454,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,1.7,153,5.030437921392435
9303,1454,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,1.7,81,4.394449154672439
9308,1454,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,1.7,91,4.51085950651685
9313,1456,2017-DEC-holiday,Barcelona,Hotel,5.0,3.2,2.5,229,5.43372200355424
9316,1456,2017-NOV-weekend,Barcelona,Hotel,5.0,3.2,2.5,229,5.43372200355424
9318,1456,2017-NOV-weekday,Barcelona,Hotel,5.0,3.2,2.5,229,5.43372200355424
9320,1456,2018-JUNE-weekend,Barcelona,Hotel,5.0,3.2,2.5,325,5.783825182329737
9331,1458,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,1.9,161,5.081404364984463
9332,1458,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,1.9,91,4.51085950651685
9335,1458,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,1.9,77,4.343805421853684
9336,1458,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,1.9,95,4.553876891600541
9338,1459,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.8,2.6,267,5.58724865840025
9340,1459,2017-DEC-holiday,Barcelona,Hotel,4.0,4.8,2.6,179,5.187385805840755
9344,1459,2017-NOV-weekday,Barcelona,Hotel,4.0,4.8,2.6,179,5.187385805840755
9346,1459,2017-NOV-weekend,Barcelona,Hotel,4.0,4.8,2.6,179,5.187385805840755
9348,1460,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.7,2.6,175,5.1647859739235145
9351,1460,2017-NOV-weekday,Barcelona,Hotel,3.0,3.7,2.6,58,4.060443010546419
9352,1460,2017-DEC-holiday,Barcelona,Hotel,3.0,3.7,2.6,68,4.219507705176107
9357,1460,2017-NOV-weekend,Barcelona,Hotel,3.0,3.7,2.6,68,4.219507705176107
9358,1461,2017-DEC-holiday,Barcelona,Hotel,3.0,3.7,2.5,68,4.219507705176107
9361,1461,2017-NOV-weekend,Barcelona,Hotel,3.0,3.7,2.5,81,4.394449154672439
9363,1461,2017-NOV-weekday,Barcelona,Hotel,3.0,3.7,2.5,81,4.394449154672439
9367,1462,2017-NOV-weekend,Barcelona,Hotel,3.0,3.5,2.8,81,4.394449154672439
9368,1462,2017-NOV-weekday,Barcelona,Hotel,3.0,3.5,2.8,81,4.394449154672439
9369,1462,2017-DEC-holiday,Barcelona,Hotel,3.0,3.5,2.8,81,4.394449154672439
9382,1464,2017-NOV-weekday,Barcelona,Hotel,3.0,4.4,2.3,105,4.653960350157523
9384,1464,2017-DEC-holiday,Barcelona,Hotel,3.0,4.4,2.3,122,4.804021044733257
9386,1464,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.4,2.3,206,5.327876168789581
9388,1464,2017-NOV-weekend,Barcelona,Hotel,3.0,4.4,2.3,107,4.672828834461906
9390,1465,2017-DEC-holiday,Barcelona,Hotel,4.0,4.1,3.1,91,4.51085950651685
9394,1465,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.1,3.1,197,5.2832037287379885
9395,1465,2017-NOV-weekend,Barcelona,Hotel,4.0,4.1,3.1,107,4.672828834461906
9398,1465,2017-NOV-weekday,Barcelona,Hotel,4.0,4.1,3.1,99,4.59511985013459
9405,1468,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.3,0.8,132,4.882801922586371
9408,1468,2017-NOV-weekend,Barcelona,Hotel,3.0,4.3,0.8,103,4.634728988229636
9409,1468,2017-NOV-weekday,Barcelona,Hotel,3.0,4.3,0.8,103,4.634728988229636
9413,1468,2017-DEC-holiday,Barcelona,Hotel,3.0,4.3,0.8,103,4.634728988229636
9415,1469,2017-NOV-weekend,Barcelona,Apartment,3.5,3.7,0.6,96,4.564348191467836
9416,1469,2017-NOV-weekday,Barcelona,Apartment,3.5,3.7,0.6,96,4.564348191467836
9422,1469,2018-JUNE-weekend,Barcelona,Apartment,3.5,3.7,0.6,225,5.41610040220442
9423,1469,2017-DEC-holiday,Barcelona,Apartment,3.5,3.7,0.6,199,5.293304824724492
9436,1471,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,0.6,230,5.438079308923196
9437,1471,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.6,110,4.700480365792417
9438,1471,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.6,106,4.663439094112067
9440,1471,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,0.6,157,5.056245805348308
9446,1472,2017-NOV-weekday,Barcelona,Hotel,4.0,4.3,0.8,82,4.406719247264253
9447,1472,2017-NOV-weekend,Barcelona,Hotel,4.0,4.3,0.8,92,4.5217885770490405
9450,1472,2017-DEC-holiday,Barcelona,Hotel,4.0,4.3,0.8,82,4.406719247264253
9453,1472,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.3,0.8,239,5.476463551931511
9455,1473,2017-DEC-holiday,Barcelona,Apartment,3.5,4.5,0.5,225,5.41610040220442
9456,1473,2017-NOV-weekday,Barcelona,Apartment,3.5,4.5,0.5,128,4.852030263919617
9463,1475,2018-JUNE-weekend,Barcelona,Apartment,3.5,2.0,0.9,174,5.159055299214529
9464,1475,2017-NOV-weekday,Barcelona,Apartment,3.5,2.0,0.9,84,4.430816798843313
9465,1475,2017-NOV-weekend,Barcelona,Apartment,3.5,2.0,0.9,87,4.465908118654584
9467,1475,2017-DEC-holiday,Barcelona,Apartment,3.5,2.0,0.9,174,5.159055299214529
9503,1487,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,0.5,99,4.59511985013459
9504,1487,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,0.5,78,4.356708826689592
9510,1487,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,0.5,182,5.204006687076795
9511,1487,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,0.5,51,3.9318256327243257
9512,1488,2017-DEC-holiday,Barcelona,Apartment,4.0,,0.6,126,4.836281906951478
9515,1490,2017-NOV-weekday,Barcelona,Apartment,4.0,4.5,0.8,87,4.465908118654584
9516,1490,2017-DEC-holiday,Barcelona,Apartment,4.0,4.5,0.8,140,4.941642422609304
9520,1492,2017-NOV-weekend,Barcelona,Hotel,3.0,3.9,0.5,103,4.634728988229636
9521,1492,2017-DEC-holiday,Barcelona,Hotel,3.0,3.9,0.5,120,4.787491742782046
9523,1492,2017-NOV-weekday,Barcelona,Hotel,3.0,3.9,0.5,92,4.5217885770490405
9525,1493,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,0.7,119,4.77912349311153
9527,1493,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,0.7,103,4.634728988229636
9531,1493,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,0.7,337,5.820082930352362
9533,1493,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,0.7,71,4.2626798770413155
9535,1494,2017-DEC-holiday,Barcelona,Hotel,3.0,3.7,0.5,87,4.465908118654584
9539,1494,2017-NOV-weekday,Barcelona,Hotel,3.0,3.7,0.5,59,4.07753744390572
9540,1494,2017-NOV-weekend,Barcelona,Hotel,3.0,3.7,0.5,110,4.700480365792417
9541,1494,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.7,0.5,202,5.308267697401205
9545,1496,2017-NOV-weekend,Barcelona,Hotel,4.0,3.5,0.2,91,4.51085950651685
9546,1496,2018-JUNE-weekend,Barcelona,Hotel,4.0,3.5,0.2,145,4.976733742420574
9550,1496,2017-DEC-holiday,Barcelona,Hotel,4.0,3.5,0.2,109,4.6913478822291435
9551,1496,2017-NOV-weekday,Barcelona,Hotel,4.0,3.5,0.2,81,4.394449154672439
9566,1500,2018-JUNE-weekend,Barcelona,Apartment,3.5,1.2,0.6,197,5.2832037287379885
9567,1500,2017-NOV-weekday,Barcelona,Apartment,3.5,1.2,0.6,101,4.61512051684126
9569,1500,2017-DEC-holiday,Barcelona,Apartment,3.5,1.2,0.6,104,4.6443908991413725
9571,1500,2017-NOV-weekend,Barcelona,Apartment,3.5,1.2,0.6,101,4.61512051684126
9576,1502,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,0.9,131,4.875197323201151
9580,1502,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,0.9,141,4.948759890378168
9582,1502,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.9,98,4.584967478670572
9584,1502,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.9,76,4.330733340286331
9593,1505,2017-DEC-holiday,Barcelona,Hotel,5.0,4.5,2.8,307,5.726847747587197
9594,1505,2017-NOV-weekend,Barcelona,Hotel,5.0,4.5,2.8,355,5.872117789475416
9596,1505,2017-NOV-weekday,Barcelona,Hotel,5.0,4.5,2.8,244,5.497168225293202
9597,1505,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.5,2.8,283,5.645446897643238
9602,1506,2017-NOV-weekday,Barcelona,Apartment,3.0,,2.7,133,4.890349128221754
9606,1506,2017-NOV-weekend,Barcelona,Apartment,3.0,,2.7,133,4.890349128221754
9607,1506,2017-DEC-holiday,Barcelona,Apartment,3.0,,2.7,199,5.293304824724492
9608,1506,2018-JUNE-weekend,Barcelona,Apartment,3.0,,2.7,251,5.5254529391317835
9610,1507,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,2.5,81,4.394449154672439
9614,1507,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,2.5,81,4.394449154672439
9615,1507,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,2.5,81,4.394449154672439
9617,1508,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,2.5,73,4.290459441148391
9618,1508,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,2.5,174,5.159055299214529
9622,1508,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,2.5,59,4.07753744390572
9623,1508,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,2.5,71,4.2626798770413155
9630,1509,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,2.9,117,4.762173934797756
9631,1509,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,2.9,145,4.976733742420574
9632,1509,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,2.9,164,5.099866427824199
9633,1509,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,2.9,108,4.68213122712422
9639,1512,2017-NOV-weekend,Barcelona,Apartment,4.0,4.0,2.8,178,5.181783550292085
9642,1512,2017-NOV-weekday,Barcelona,Apartment,4.0,4.0,2.8,148,4.997212273764115
9710,1523,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,0.8,145,4.976733742420574
9711,1523,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,0.8,107,4.672828834461906
9712,1523,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,0.8,104,4.6443908991413725
9714,1523,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,0.8,187,5.231108616854587
9728,1526,2017-NOV-weekday,Barcelona,Hotel,2.0,4.1,0.9,83,4.418840607796598
9729,1526,2018-JUNE-weekend,Barcelona,Hotel,2.0,4.1,0.9,167,5.117993812416755
9731,1526,2017-DEC-holiday,Barcelona,Hotel,2.0,4.1,0.9,114,4.736198448394496
9734,1527,2017-DEC-holiday,Barcelona,Hotel,1.0,4.0,1.1,114,4.736198448394496
9736,1527,2017-NOV-weekday,Barcelona,Hotel,1.0,4.0,1.1,126,4.836281906951478
9737,1527,2017-NOV-weekend,Barcelona,Hotel,1.0,4.0,1.1,126,4.836281906951478
9739,1528,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.5,0.9,335,5.814130531825066
9740,1528,2017-DEC-holiday,Barcelona,Hotel,4.0,4.5,0.9,138,4.927253685157205
9741,1528,2017-NOV-weekend,Barcelona,Hotel,4.0,4.5,0.9,138,4.927253685157205
9744,1528,2017-NOV-weekday,Barcelona,Hotel,4.0,4.5,0.9,126,4.836281906951478
9745,1529,2017-NOV-weekend,Barcelona,Hotel,4.5,4.4,1.5,136,4.912654885736052
9750,1529,2018-JUNE-weekend,Barcelona,Hotel,4.5,4.4,1.5,191,5.25227342804663
9751,1529,2017-NOV-weekday,Barcelona,Hotel,4.5,4.4,1.5,136,4.912654885736052
9754,1529,2017-DEC-holiday,Barcelona,Hotel,4.5,4.4,1.5,123,4.812184355372417
9757,1530,2017-NOV-weekend,Barcelona,Hotel,4.5,4.3,1.6,155,5.043425116919247
9759,1530,2018-JUNE-weekend,Barcelona,Hotel,4.5,4.3,1.6,188,5.236441962829949
9761,1530,2017-DEC-holiday,Barcelona,Hotel,4.5,4.3,1.6,155,5.043425116919247
9762,1530,2017-NOV-weekday,Barcelona,Hotel,4.5,4.3,1.6,155,5.043425116919247
9766,1532,2017-NOV-weekend,Barcelona,Apartment,3.5,,2.0,192,5.2574953720277815
9768,1532,2018-JUNE-weekend,Barcelona,Apartment,3.5,,2.0,326,5.786897381366708
9772,1532,2017-NOV-weekday,Barcelona,Apartment,3.5,,2.0,127,4.844187086458591
9780,1534,2017-NOV-weekend,Barcelona,Apartment,3.5,3.9,1.8,99,4.59511985013459
9781,1534,2017-DEC-holiday,Barcelona,Apartment,3.5,3.9,1.8,126,4.836281906951478
9783,1534,2017-NOV-weekday,Barcelona,Apartment,3.5,3.9,1.8,82,4.406719247264253
9785,1535,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,1.6,85,4.442651256490317
9790,1535,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,1.6,96,4.564348191467836
9791,1535,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,1.6,163,5.093750200806762
9792,1535,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,1.6,90,4.499809670330265
9795,1536,2017-NOV-weekend,Barcelona,Apartment,3.5,4.0,1.7,282,5.641907070938114
9796,1536,2018-JUNE-weekend,Barcelona,Apartment,3.5,4.0,1.7,163,5.093750200806762
9799,1536,2017-DEC-holiday,Barcelona,Apartment,3.5,4.0,1.7,179,5.187385805840755
9801,1536,2017-NOV-weekday,Barcelona,Apartment,3.5,4.0,1.7,282,5.641907070938114
9802,1537,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,1.6,156,5.049856007249537
9804,1537,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,1.6,131,4.875197323201151
9805,1537,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,1.6,193,5.262690188904886
9812,1538,2017-NOV-weekday,Barcelona,Hotel,4.0,4.4,1.5,118,4.770684624465665
9817,1538,2017-DEC-holiday,Barcelona,Hotel,4.0,4.4,1.5,127,4.844187086458591
9818,1538,2017-NOV-weekend,Barcelona,Hotel,4.0,4.4,1.5,108,4.68213122712422
9842,1544,2017-DEC-holiday,Barcelona,Apartment,3.0,4.1,2.4,203,5.313205979041787
9843,1544,2017-NOV-weekend,Barcelona,Apartment,3.0,4.1,2.4,111,4.709530201312334
9844,1544,2017-NOV-weekday,Barcelona,Apartment,3.0,4.1,2.4,90,4.499809670330265
9855,1547,2017-NOV-weekday,Barcelona,Hotel,4.5,4.5,0.9,134,4.897839799950911
9856,1547,2017-NOV-weekend,Barcelona,Hotel,4.5,4.5,0.9,131,4.875197323201151
9860,1547,2017-DEC-holiday,Barcelona,Hotel,4.5,4.5,0.9,127,4.844187086458591
9863,1547,2018-JUNE-weekend,Barcelona,Hotel,4.5,4.5,0.9,247,5.5093883366279774
9886,1551,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,4.6,161,5.081404364984463
9889,1551,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,4.6,87,4.465908118654584
9892,1551,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,4.6,110,4.700480365792417
9894,1551,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,4.6,97,4.574710978503383
9897,1553,2017-NOV-weekend,Barcelona,Hotel,3.0,3.5,2.8,63,4.143134726391533
9898,1553,2017-NOV-weekday,Barcelona,Hotel,3.0,3.5,2.8,63,4.143134726391533
9902,1553,2017-DEC-holiday,Barcelona,Hotel,3.0,3.5,2.8,52,3.9512437185814275
9904,1555,2017-NOV-weekday,Barcelona,Apartment,4.0,4.5,1.7,72,4.276666119016055
9905,1555,2017-DEC-holiday,Barcelona,Apartment,4.0,4.5,1.7,176,5.170483995038151
9924,1563,2017-DEC-holiday,Barcelona,Hotel,3.0,3.7,1.7,68,4.219507705176107
9929,1563,2017-NOV-weekday,Barcelona,Hotel,3.0,3.7,1.7,68,4.219507705176107
9930,1563,2017-NOV-weekend,Barcelona,Hotel,3.0,3.7,1.7,87,4.465908118654584
9932,1563,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.7,1.7,127,4.844187086458591
9937,1564,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,1.4,76,4.330733340286331
9938,1564,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,1.4,103,4.634728988229636
9939,1564,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,1.4,81,4.394449154672439
9940,1564,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,1.4,282,5.641907070938114
9943,1565,2017-NOV-weekday,Barcelona,Hotel,2.0,4.1,1.5,73,4.290459441148391
9945,1565,2017-NOV-weekend,Barcelona,Hotel,2.0,4.1,1.5,94,4.543294782270004
9947,1565,2018-JUNE-weekend,Barcelona,Hotel,2.0,4.1,1.5,156,5.049856007249537
9948,1565,2017-DEC-holiday,Barcelona,Hotel,2.0,4.1,1.5,104,4.6443908991413725
9955,1568,2017-DEC-holiday,Barcelona,Apartment,3.5,,1.5,133,4.890349128221754
9956,1568,2018-JUNE-weekend,Barcelona,Apartment,3.5,,1.5,191,5.25227342804663
9960,1570,2017-NOV-weekend,Barcelona,Apartment,4.0,3.9,1.4,162,5.087596335232384
9963,1570,2017-NOV-weekday,Barcelona,Apartment,4.0,3.9,1.4,65,4.174387269895637
9964,1570,2017-DEC-holiday,Barcelona,Apartment,4.0,3.9,1.4,185,5.220355825078324
9966,1570,2018-JUNE-weekend,Barcelona,Apartment,4.0,3.9,1.4,202,5.308267697401205
9969,1571,2017-NOV-weekend,Barcelona,Hotel,4.0,4.3,1.3,93,4.532599493153256
9975,1571,2017-NOV-weekday,Barcelona,Hotel,4.0,4.3,1.3,87,4.465908118654584
9977,1571,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.3,1.3,207,5.332718793265369
9978,1571,2017-DEC-holiday,Barcelona,Hotel,4.0,4.3,1.3,72,4.276666119016055
9979,1572,2017-DEC-holiday,Barcelona,Hotel,2.0,4.0,1.6,161,5.081404364984463
9981,1572,2017-NOV-weekday,Barcelona,Hotel,2.0,4.0,1.6,103,4.634728988229636
9983,1574,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,1.7,90,4.499809670330265
9984,1574,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,1.7,68,4.219507705176107
9989,1574,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,1.7,68,4.219507705176107
9992,1574,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,1.7,180,5.19295685089021
9993,1575,2017-NOV-weekday,Barcelona,Apartment,4.0,3.0,1.2,104,4.6443908991413725
9994,1575,2017-NOV-weekend,Barcelona,Apartment,4.0,3.0,1.2,104,4.6443908991413725
9997,1576,2017-NOV-weekend,Barcelona,Hotel,3.0,3.7,1.6,87,4.465908118654584
9998,1576,2017-DEC-holiday,Barcelona,Hotel,3.0,3.7,1.6,74,4.30406509320417
10000,1576,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.7,1.6,157,5.056245805348308
10002,1576,2017-NOV-weekday,Barcelona,Hotel,3.0,3.7,1.6,64,4.1588830833596715
10007,1577,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,1.6,86,4.454347296253507
10008,1577,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,1.6,103,4.634728988229636
10013,1577,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,1.6,352,5.863631175598097
10014,1577,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,1.6,103,4.634728988229636
10015,1578,2017-NOV-weekday,Barcelona,Hotel,4.0,4.4,0.4,162,5.087596335232384
10016,1578,2017-NOV-weekend,Barcelona,Hotel,4.0,4.4,0.4,162,5.087596335232384
10018,1578,2017-DEC-holiday,Barcelona,Hotel,4.0,4.4,0.4,139,4.9344739331306915
10023,1579,2017-DEC-holiday,Barcelona,Hotel,1.0,3.9,0.4,83,4.418840607796598
10027,1579,2018-JUNE-weekend,Barcelona,Hotel,1.0,3.9,0.4,104,4.6443908991413725
10029,1579,2017-NOV-weekday,Barcelona,Hotel,1.0,3.9,0.4,58,4.060443010546419
10034,1581,2017-NOV-weekend,Barcelona,Hotel,4.0,4.5,0.5,243,5.493061443340548
10036,1581,2017-DEC-holiday,Barcelona,Hotel,4.0,4.5,0.5,313,5.746203190540153
10037,1581,2017-NOV-weekday,Barcelona,Hotel,4.0,4.5,0.5,197,5.2832037287379885
10039,1582,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.4,146,4.983606621708336
10040,1582,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,0.4,229,5.43372200355424
10042,1582,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,0.4,125,4.8283137373023015
10043,1582,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.4,104,4.6443908991413725
10049,1583,2017-NOV-weekend,Barcelona,Apartment,3.5,,1.7,337,5.820082930352362
10050,1583,2017-NOV-weekday,Barcelona,Apartment,3.5,,1.7,337,5.820082930352362
10060,1585,2017-NOV-weekend,Barcelona,Hotel,4.0,4.3,1.9,134,4.897839799950911
10061,1585,2017-DEC-holiday,Barcelona,Hotel,4.0,4.3,1.9,119,4.77912349311153
10063,1585,2017-NOV-weekday,Barcelona,Hotel,4.0,4.3,1.9,124,4.820281565605037
10064,1585,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.3,1.9,239,5.476463551931511
10071,1586,2018-JUNE-weekend,Barcelona,Apartment,3.0,4.3,1.9,149,5.003946305945459
10072,1586,2017-NOV-weekday,Barcelona,Apartment,3.0,4.3,1.9,75,4.31748811353631
10085,1588,2017-NOV-weekend,Barcelona,Apartment,4.0,2.9,1.7,163,5.093750200806762
10087,1588,2017-NOV-weekday,Barcelona,Apartment,4.0,2.9,1.7,97,4.574710978503383
10090,1591,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,1.9,69,4.23410650459726
10095,1591,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,1.9,65,4.174387269895637
10096,1591,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,1.9,148,4.997212273764115
10097,1591,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,1.9,97,4.574710978503383
10099,1592,2017-NOV-weekend,Barcelona,Apartment,4.0,4.0,1.7,353,5.8664680569332965
10101,1592,2017-NOV-weekday,Barcelona,Apartment,4.0,4.0,1.7,224,5.4116460518550396
10103,1592,2018-JUNE-weekend,Barcelona,Apartment,4.0,4.0,1.7,403,5.998936561946683
10104,1592,2017-DEC-holiday,Barcelona,Apartment,4.0,4.0,1.7,318,5.762051382780177
10117,1596,2017-DEC-holiday,Barcelona,Apartment,4.0,4.3,2.2,155,5.043425116919247
10118,1596,2017-NOV-weekday,Barcelona,Apartment,4.0,4.3,2.2,108,4.68213122712422
10121,1597,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.4,1.6,192,5.2574953720277815
10123,1597,2017-NOV-weekday,Barcelona,Hotel,3.0,4.4,1.6,89,4.48863636973214
10124,1597,2017-NOV-weekend,Barcelona,Hotel,3.0,4.4,1.6,136,4.912654885736052
10125,1597,2017-DEC-holiday,Barcelona,Hotel,3.0,4.4,1.6,131,4.875197323201151
10130,1598,2017-NOV-weekday,Barcelona,Apartment,3.0,3.7,1.8,106,4.663439094112067
10134,1601,2017-DEC-holiday,Barcelona,Apartment,3.5,4.3,2.1,149,5.003946305945459
10137,1603,2018-JUNE-weekend,Barcelona,Apartment,3.0,4.3,1.6,198,5.288267030694535
10140,1603,2017-DEC-holiday,Barcelona,Apartment,3.0,4.3,1.6,126,4.836281906951478
10142,1603,2017-NOV-weekend,Barcelona,Apartment,3.0,4.3,1.6,145,4.976733742420574
10148,1605,2017-NOV-weekend,Barcelona,Apartment,3.0,4.0,2.1,130,4.867534450455582
10149,1605,2017-DEC-holiday,Barcelona,Apartment,3.0,4.0,2.1,228,5.429345628954441
10151,1605,2018-JUNE-weekend,Barcelona,Apartment,3.0,4.0,2.1,273,5.60947179518496
10167,1607,2017-NOV-weekend,Barcelona,Hotel,4.0,5.0,2.1,168,5.123963979403259
