,hotel_id,city,distance,stars,rating,country,city_actual,rating_reviewcount,center1label,center2label,neighbourhood,ratingta,ratingta_count,distance_alter,accommodation_type
9633,9634,Marseille,15.0,,3.7,France,La Ciotat,58.0,City centre,Castellane Station,La Ciotat,3.0,100.0,14.0,Hotel
9634,9635,Marseille,15.0,3.0,3.9,France,La Ciotat,40.0,City centre,Castellane Station,La Ciotat,3.5,282.0,14.0,Hotel
9635,9636,Marseille,15.0,3.0,4.0,France,La Ciotat,24.0,City centre,Castellane Station,La Ciotat,4.0,230.0,14.0,Hotel
9636,9637,Marseille,14.0,2.0,3.7,France,La Ciotat,18.0,City centre,Castellane Station,La Ciotat,3.5,173.0,14.0,Hotel
9637,9638,Marseille,13.0,3.0,4.1,France,La Ciotat,81.0,City centre,Castellane Station,La Ciotat,4.0,369.0,12.0,Hotel
9638,9639,Marseille,14.0,3.0,3.5,France,La Ciotat,105.0,City centre,Castellane Station,La Ciotat,3.5,205.0,14.0,Vacation home Condo
9639,9640,Marseille,16.0,3.0,3.7,France,La Ciotat,109.0,City centre,Castellane Station,La Ciotat,3.5,143.0,15.0,Vacation home Condo
9640,9641,Marseille,16.0,,5.0,France,La Ciotat,1.0,City centre,Castellane Station,La Ciotat,,,15.0,Apartment
9641,9642,Marseille,14.0,3.0,3.9,France,La Ciotat,21.0,City centre,Castellane Station,La Ciotat,3.0,41.0,14.0,Vacation home Condo
9642,9643,Marseille,17.0,3.0,,France,La Ciotat,,City centre,Castellane Station,La Ciotat,4.5,91.0,16.0,Hotel
9643,9644,Marseille,0.7,3.0,4.0,France,Marseille,113.0,City centre,Castellane Station,La Joliette,4.0,268.0,1.5,Hotel
9644,9645,Marseille,0.9,4.0,4.1,France,Marseille,266.0,City centre,Castellane Station,La Joliette,4.0,1045.0,1.7,Hotel
9645,9646,Marseille,0.7,4.0,4.0,France,Marseille,70.0,City centre,Castellane Station,La Joliette,4.0,272.0,1.5,Hotel
9646,9647,Marseille,0.7,2.0,3.5,France,Marseille,162.0,City centre,Castellane Station,La Joliette,3.5,215.0,1.6,Hotel
9647,9648,Marseille,7.2,,,France,La Penne-sur-Huveaune,,City centre,Castellane Station,La Penne-sur-Huveaune,1.5,36.0,6.7,Hotel
9648,9649,Marseille,7.3,3.0,3.7,France,La Penne-sur-Huveaune,68.0,City centre,Castellane Station,La Penne-sur-Huveaune,3.5,134.0,6.8,Hotel
9649,9650,Marseille,7.1,3.0,4.9,France,La Penne-sur-Huveaune,41.0,City centre,Castellane Station,La Penne-sur-Huveaune,4.5,118.0,6.6,Apart-hotel
9650,9651,Marseille,5.3,1.0,3.0,France,Marseille,90.0,City centre,Castellane Station,La Valentine,3.0,126.0,4.8,Hotel
9651,9652,Marseille,20.0,,2.5,France,Le Castellet,2.0,City centre,Castellane Station,Le Castellet,2.0,14.0,20.0,Hotel
9652,9653,Marseille,9.3,,4.5,France,Le Rove,31.0,City centre,Castellane Station,Le Rove,4.0,39.0,10.0,Hotel
9653,9654,Marseille,9.6,3.0,4.3,France,Les Pennes-Mirabeau,41.0,City centre,Castellane Station,Les Pennes-Mirabeau,4.0,99.0,11.0,Hotel
9654,9655,Marseille,8.5,3.0,4.3,France,Les Pennes-Mirabeau,32.0,City centre,Castellane Station,Les Pennes-Mirabeau,4.0,62.0,9.3,Hotel
9655,9656,Marseille,8.2,1.0,2.5,France,Les Pennes-Mirabeau,43.0,City centre,Castellane Station,Les Pennes-Mirabeau,2.0,30.0,8.9,Hotel
9656,9657,Marseille,13.0,3.0,3.9,France,Marignane,248.0,City centre,Castellane Station,Marignane,4.0,763.0,14.0,Hotel
9657,9658,Marseille,0.2,4.0,4.1,France,Marseille,222.0,City centre,Castellane Station,Marseille,4.0,1179.0,1.0,Hotel
9658,9659,Marseille,1.5,3.0,4.1,France,Marseille,77.0,City centre,Castellane Station,Marseille,4.0,227.0,1.1,Hotel
9659,9660,Marseille,1.4,3.0,3.7,France,Marseille,48.0,City centre,Castellane Station,Marseille,4.0,300.0,1.0,Hotel
9660,9661,Marseille,0.5,3.0,3.9,France,Marseille,125.0,City centre,Castellane Station,Marseille,4.0,369.0,0.3,Hotel
9661,9662,Marseille,0.4,,2.5,France,Marseille,46.0,City centre,Castellane Station,Marseille,2.5,53.0,0.8,Hotel
9662,9663,Marseille,0.5,2.0,3.5,France,Marseille,126.0,City centre,Castellane Station,Marseille,3.5,98.0,0.3,Hotel
9663,9664,Marseille,0.5,2.0,3.5,France,Marseille,242.0,City centre,Castellane Station,Marseille,3.5,504.0,0.4,Hotel
9664,9665,Marseille,5.1,,3.7,France,Marseille,38.0,City centre,Castellane Station,Marseille,3.5,329.0,4.7,Hotel
9665,9666,Marseille,0.5,,4.1,France,Marseille,63.0,City centre,Castellane Station,Marseille,4.5,436.0,0.8,Hotel
9666,9667,Marseille,0.2,3.0,3.7,France,Marseille,147.0,City centre,Castellane Station,Marseille,4.0,442.0,0.9,Hotel
9667,9668,Marseille,0.3,,1.7,France,Marseille,5.0,City centre,Castellane Station,Marseille,,,0.8,Apartment
9668,9669,Marseille,6.9,4.0,3.7,France,Marseille,126.0,City centre,Castellane Station,Marseille,3.5,417.0,6.4,Hotel
9669,9670,Marseille,1.4,,1.0,France,Marseille,1.0,City centre,Castellane Station,Marseille,,,2.0,Apartment
9670,9671,Marseille,0.2,3.0,4.0,France,Marseille,22.0,City centre,Castellane Station,Marseille,4.0,182.0,0.7,Hotel
9671,9672,Marseille,0.2,3.0,3.4,France,Marseille,85.0,City centre,Castellane Station,Marseille,4.0,449.0,0.8,Hotel
9672,9673,Marseille,1.3,4.0,4.0,France,Marseille,160.0,City centre,Castellane Station,Marseille,3.5,520.0,1.3,Hotel
9673,9674,Marseille,1.5,3.0,3.9,France,Marseille,215.0,City centre,Castellane Station,Marseille,3.5,287.0,1.1,Vacation home Condo
9674,9675,Marseille,1.1,,3.5,France,Marseille,4.0,City centre,Castellane Station,Marseille,,,1.3,Apartment
9675,9676,Marseille,0.9,,3.7,France,Marseille,8.0,City centre,Castellane Station,Marseille,4.0,30.0,0.2,Apartment
9676,9677,Marseille,0.4,,2.5,France,Marseille,22.0,City centre,Castellane Station,Marseille,2.5,52.0,0.9,Hotel
9677,9678,Marseille,0.7,,3.5,France,Marseille,46.0,City centre,Castellane Station,Marseille,4.0,246.0,1.0,Hotel
9678,9679,Marseille,1.9,,4.3,France,Marseille,117.0,City centre,Castellane Station,Marseille,3.5,28.0,2.1,Apart-hotel
9679,9680,Marseille,2.9,2.0,3.9,France,Marseille,15.0,City centre,Castellane Station,Marseille,3.5,54.0,2.3,Hotel
9680,9681,Marseille,0.4,3.0,3.0,France,Marseille,70.0,City centre,Castellane Station,Marseille,3.0,193.0,0.5,Hotel
9681,9682,Marseille,1.5,,2.5,France,Marseille,2.0,City centre,Castellane Station,Marseille,,,1.7,Apartment
9682,9683,Marseille,4.9,,4.0,France,Marseille,7.0,City centre,Castellane Station,Marseille,4.5,40.0,5.3,Bed and breakfast
9683,9684,Marseille,0.4,2.0,3.4,France,Marseille,41.0,City centre,Castellane Station,Marseille,3.5,43.0,0.5,Hotel
9684,9685,Marseille,0.6,3.0,3.5,France,Marseille,79.0,City centre,Castellane Station,Marseille,3.5,137.0,0.3,Hotel
9685,9686,Marseille,2.3,,,France,Marseille,,City centre,Castellane Station,Marseille,,,1.6,Apartment
9686,9687,Marseille,0.3,3.0,4.5,France,Marseille,15.0,City centre,Castellane Station,Marseille,4.5,69.0,0.5,Hotel
9687,9688,Marseille,0.5,,3.2,France,Marseille,50.0,City centre,Castellane Station,Marseille,3.0,6.0,0.9,Hotel
9688,9689,Marseille,1.4,,,France,Marseille,,City centre,Castellane Station,Marseille,,,2.0,Apartment
9689,9690,Marseille,3.8,,,France,Marseille,,City centre,Castellane Station,Marseille,,,3.1,Apartment
9690,9691,Marseille,0.5,,4.3,France,Marseille,3.0,City centre,Castellane Station,Marseille,,,0.8,Apartment
9691,9692,Marseille,0.5,2.0,3.0,France,Marseille,52.0,City centre,Castellane Station,Marseille,3.0,128.0,0.9,Hotel
9692,9693,Marseille,0.4,3.0,3.4,France,Marseille,249.0,City centre,Castellane Station,Marseille,3.0,500.0,1.0,Hotel
9693,9694,Marseille,0.3,3.0,4.4,France,Marseille,164.0,City centre,Castellane Station,Marseille,4.5,391.0,1.1,Apart-hotel
9694,9695,Marseille,0.3,,2.2,France,Marseille,5.0,City centre,Castellane Station,Marseille,,,0.7,Apartment
9695,9696,Marseille,6.7,2.0,3.5,France,Marseille,38.0,City centre,Castellane Station,Marseille,3.0,53.0,6.3,Hotel
9696,9697,Marseille,0.4,5.0,4.8,France,Marseille,99.0,City centre,Castellane Station,Marseille,4.5,321.0,0.6,Hotel
9697,9698,Marseille,2.2,,2.2,France,Marseille,6.0,City centre,Castellane Station,Marseille,3.0,20.0,1.8,Apart-hotel
9698,9699,Marseille,0.3,,3.9,France,Marseille,7.0,City centre,Castellane Station,Marseille,,,1.0,Apartment
9699,9700,Marseille,5.9,3.0,3.7,France,Marseille,115.0,City centre,Castellane Station,Marseille,3.5,272.0,6.6,Hotel
9700,9701,Marseille,0.5,,4.1,France,Marseille,49.0,City centre,Castellane Station,Marseille,4.0,25.0,1.1,Hotel
9701,9702,Marseille,1.1,3.0,4.1,France,Marseille,202.0,City centre,Castellane Station,Marseille,4.0,250.0,0.2,Vacation home Condo
9702,9703,Marseille,0.5,1.0,2.5,France,Marseille,154.0,City centre,Castellane Station,Marseille,3.0,236.0,0.4,Hotel
9703,9704,Marseille,0.8,2.0,4.5,France,Marseille,76.0,City centre,Castellane Station,Marseille,4.5,1093.0,0.4,Vacation home Condo
9704,9705,Marseille,0.5,,3.7,France,Marseille,38.0,City centre,Castellane Station,Marseille,3.5,102.0,0.4,Bed and breakfast
9705,9706,Marseille,0.3,,,France,Marseille,,City centre,Castellane Station,Marseille,3.5,5.0,0.8,Apart-hotel
9706,9707,Marseille,0.2,,,France,Marseille,,City centre,Castellane Station,Marseille,,,0.8,Apartment
9707,9708,Marseille,0.8,,3.0,France,Marseille,3.0,City centre,Castellane Station,Marseille,,,1.1,Apartment
9708,9709,Marseille,3.4,3.0,3.7,France,Marseille,71.0,City centre,Castellane Station,Marseille,3.5,405.0,2.6,Hotel
9709,9710,Marseille,0.5,,2.9,France,Marseille,84.0,City centre,Castellane Station,Marseille,3.0,99.0,0.4,Hotel
9710,9711,Marseille,0.5,,3.9,France,Marseille,97.0,City centre,Castellane Station,Marseille,3.5,64.0,0.9,Vacation home Condo
9711,9712,Marseille,4.2,3.0,4.8,France,Marseille,63.0,City centre,Castellane Station,Marseille,4.5,375.0,3.4,Hotel
9712,9713,Marseille,1.5,5.0,4.4,France,Marseille,28.0,City centre,Castellane Station,Marseille,4.0,345.0,1.7,Hotel
9713,9714,Marseille,3.4,3.0,3.7,France,Marseille,60.0,City centre,Castellane Station,Marseille,3.5,262.0,2.6,Hotel
9714,9715,Marseille,6.1,3.0,3.7,France,Marseille,93.0,City centre,Castellane Station,Marseille,4.0,260.0,5.6,Hotel
9715,9716,Marseille,6.8,,2.5,France,Marseille,45.0,City centre,Castellane Station,Marseille,2.5,22.0,6.3,Hotel
9716,9717,Marseille,5.1,,4.0,France,Marseille,1.0,City centre,Castellane Station,Marseille,4.0,6.0,5.4,Hotel
9717,9718,Marseille,0.5,,1.0,France,Marseille,5.0,City centre,Castellane Station,Marseille,,,1.1,Apartment
9718,9719,Marseille,4.9,,3.4,France,Marseille,96.0,City centre,Castellane Station,Marseille,3.0,31.0,5.7,Hotel
9719,9720,Marseille,5.6,3.0,3.4,France,Plan-de-Cuques,7.0,City centre,Castellane Station,Plan-de-Cuques,3.5,91.0,5.6,Hotel
9720,9721,Marseille,1.9,4.0,3.7,France,Marseille,86.0,City centre,Castellane Station,Prado-Perier,3.5,369.0,1.1,Hotel
9721,9722,Marseille,2.1,,3.7,France,Marseille,81.0,City centre,Castellane Station,Prado-Perier,3.5,348.0,1.5,Vacation home Condo
9722,9723,Marseille,2.0,,2.7,France,Marseille,53.0,City centre,Castellane Station,Prado-Perier,2.0,29.0,1.2,Hotel
9723,9724,Marseille,1.7,,4.6,France,Marseille,6.0,City centre,Castellane Station,Prado-Perier,4.5,158.0,1.0,Guest House
9724,9725,Marseille,0.5,3.0,3.5,France,Marseille,99.0,City centre,Castellane Station,Saint-Charles,3.5,236.0,1.1,Hotel
9725,9726,Marseille,0.5,3.0,4.1,France,Marseille,502.0,City centre,Castellane Station,Saint-Charles,4.0,414.0,1.2,Vacation home Condo
9726,9727,Marseille,0.5,3.0,4.4,France,Marseille,202.0,City centre,Castellane Station,Saint-Charles,4.5,390.0,1.1,Hotel
9727,9728,Marseille,0.6,3.0,4.0,France,Marseille,369.0,City centre,Castellane Station,Saint-Charles,4.0,870.0,1.2,Hotel
9728,9729,Marseille,0.7,3.0,3.7,France,Marseille,124.0,City centre,Castellane Station,Saint-Charles,3.5,362.0,1.3,Vacation home Condo
9729,9730,Marseille,0.6,,3.7,France,Marseille,3.0,City centre,Castellane Station,Saint-Charles,,,1.1,Apartment
9730,9731,Marseille,0.6,3.0,3.5,France,Marseille,275.0,City centre,Castellane Station,Saint-Charles,3.0,176.0,1.2,Hotel
9731,9732,Marseille,0.8,,1.0,France,Marseille,1.0,City centre,Castellane Station,Saint-Charles,,,1.1,Apartment
9732,9733,Marseille,0.7,3.0,4.0,France,Marseille,443.0,City centre,Castellane Station,Saint-Charles,4.0,1504.0,1.2,Hotel
9733,9734,Marseille,18.0,3.0,3.7,France,Saint-Cyr-sur-Mer,82.0,City centre,Castellane Station,Saint-Cyr-sur-Mer,3.5,390.0,17.0,Hotel
9734,9735,Marseille,18.0,,3.2,France,Saint-Cyr-sur-Mer,6.0,City centre,Castellane Station,Saint-Cyr-sur-Mer,4.0,67.0,17.0,Hotel
9735,9736,Marseille,17.0,,,France,Saint-Cyr-sur-Mer,,City centre,Castellane Station,Saint-Cyr-sur-Mer,,,17.0,Apartment
9736,9737,Marseille,18.0,2.0,3.5,France,Saint-Cyr-sur-Mer,37.0,City centre,Castellane Station,Saint-Cyr-sur-Mer,4.0,362.0,17.0,Hotel
9737,9738,Marseille,20.0,4.0,4.0,France,Saint-Cyr-sur-Mer,52.0,City centre,Castellane Station,Saint-Cyr-sur-Mer,4.0,1254.0,19.0,Hotel
9738,9739,Marseille,18.0,,,France,Saint-Cyr-sur-Mer,,City centre,Castellane Station,Saint-Cyr-sur-Mer,,,18.0,Apartment
9739,9740,Marseille,11.0,2.0,4.3,France,Saint-Victoret,92.0,City centre,Castellane Station,Saint-Victoret,4.5,80.0,12.0,Hotel
9740,9741,Marseille,7.4,,1.8,France,Septemes-les-Vallons,70.0,City centre,Castellane Station,Septemes-les-Vallons,2.0,25.0,8.2,Hotel
9741,9742,Marseille,1.3,3.0,4.0,France,Marseille,237.0,City centre,Castellane Station,Velodrome Stadium,3.5,256.0,0.5,Vacation home Condo
9742,9743,Marseille,1.2,4.0,4.1,France,Marseille,208.0,City centre,Castellane Station,Velodrome Stadium,4.0,499.0,0.4,Hotel
9743,9744,Marseille,1.3,,4.0,France,Marseille,140.0,City centre,Castellane Station,Velodrome Stadium,4.0,77.0,0.5,Apart-hotel
9744,9745,Marseille,1.3,,4.0,France,Marseille,56.0,City centre,Castellane Station,Velodrome Stadium,3.5,334.0,0.5,Apart-hotel
9745,9746,Marseille,1.6,3.0,4.0,France,Marseille,185.0,City centre,Castellane Station,Velodrome Stadium,4.0,236.0,0.9,Hotel
9746,9747,Marseille,1.8,2.0,3.7,France,Marseille,77.0,City centre,Castellane Station,Velodrome Stadium,3.5,141.0,0.9,Hotel
9747,9748,Marseille,1.7,2.0,3.5,France,Marseille,59.0,City centre,Castellane Station,Velodrome Stadium,3.5,429.0,0.9,Hotel
9748,9749,Marseille,1.3,3.0,3.9,France,Marseille,96.0,City centre,Castellane Station,Velodrome Stadium,3.5,448.0,0.5,Hotel
9749,9750,Marseille,1.6,3.0,3.9,France,Marseille,100.0,City centre,Castellane Station,Velodrome Stadium,3.5,152.0,0.7,Vacation home Condo
9750,9751,Marseille,1.2,3.0,3.5,France,Marseille,313.0,City centre,Castellane Station,Velodrome Stadium,3.0,356.0,0.4,Vacation home Condo
9751,9752,Marseille,0.3,5.0,4.6,France,Marseille,266.0,City centre,Castellane Station,Vieux Port,4.5,1937.0,1.1,Hotel
9752,9753,Marseille,0.1,,,France,Marseille,,City centre,Castellane Station,Vieux Port,,,0.8,Apartment
9753,9754,Marseille,0.5,,3.7,France,Marseille,7.0,City centre,Castellane Station,Vieux Port,,,1.3,Apartment
9754,9755,Marseille,0.5,,,France,Marseille,,City centre,Castellane Station,Vieux Port,,,1.3,Apartment
9755,9756,Marseille,1.0,,2.5,France,Marseille,41.0,City centre,Castellane Station,Vieux Port,1.5,21.0,1.3,Apart-hotel
9756,9757,Marseille,0.4,,2.7,France,Marseille,3.0,City centre,Castellane Station,Vieux Port,,,1.3,Apartment
9757,9758,Marseille,0.1,2.0,3.7,France,Marseille,57.0,City centre,Castellane Station,Vieux Port,4.0,103.0,0.8,Hotel
9758,9759,Marseille,0.4,,,France,Marseille,,City centre,Castellane Station,Vieux Port,,,1.3,Apartment
9759,9760,Marseille,0.5,,,France,Marseille,,City centre,Castellane Station,Vieux Port,,,1.3,Apartment
9760,9761,Marseille,0.1,4.0,4.5,France,Marseille,193.0,City centre,Castellane Station,Vieux Port,4.5,844.0,0.9,Hotel
9761,9762,Marseille,0.1,2.0,3.4,France,Marseille,58.0,City centre,Castellane Station,Vieux Port,3.5,100.0,0.7,Hotel
9762,9763,Marseille,0.2,2.0,4.0,France,Marseille,71.0,City centre,Castellane Station,Vieux Port,4.0,290.0,1.0,Hotel
9763,9764,Marseille,0.2,,3.0,France,Marseille,3.0,City centre,Castellane Station,Vieux Port,,,0.7,Apartment
9764,9765,Marseille,0.2,,,France,Marseille,,City centre,Castellane Station,Vieux Port,,,0.7,Apartment
9765,9766,Marseille,0.4,,5.0,France,Marseille,2.0,City centre,Castellane Station,Vieux Port,,,1.2,Apartment
9766,9767,Marseille,0.1,3.0,3.7,France,Marseille,299.0,City centre,Castellane Station,Vieux Port,4.0,728.0,0.9,Hotel
9767,9768,Marseille,0.4,4.0,3.9,France,Marseille,142.0,City centre,Castellane Station,Vieux Port,3.5,504.0,1.3,Vacation home Condo
9768,9769,Marseille,0.1,,3.5,France,Marseille,37.0,City centre,Castellane Station,Vieux Port,4.0,405.0,1.0,Hotel
9769,9770,Marseille,0.1,3.0,3.2,France,Marseille,141.0,City centre,Castellane Station,Vieux Port,3.5,440.0,0.8,Hotel
9770,9771,Marseille,0.1,,4.1,France,Marseille,29.0,City centre,Castellane Station,Vieux Port,,,0.8,Apartment
9771,9772,Marseille,0.7,4.0,4.0,France,Marseille,156.0,City centre,Castellane Station,Vieux Port,3.5,1294.0,1.3,Hotel
9772,9773,Marseille,0.7,5.0,4.5,France,Marseille,150.0,City centre,Castellane Station,Vieux Port,4.5,2339.0,1.2,Hotel
9773,9774,Marseille,0.4,4.0,4.3,France,Marseille,417.0,City centre,Castellane Station,Vieux Port,4.0,1384.0,1.0,Hotel
9774,9775,Marseille,0.0,4.0,4.4,France,Marseille,285.0,City centre,Castellane Station,Vieux Port,4.5,492.0,0.8,Hotel
9775,9776,Marseille,0.1,,3.4,France,Marseille,179.0,City centre,Castellane Station,Vieux Port,3.0,166.0,1.0,Apart-hotel
9776,9777,Marseille,0.1,,3.4,France,Marseille,40.0,City centre,Castellane Station,Vieux Port,3.5,71.0,0.7,Hotel
9777,9778,Marseille,0.1,4.0,3.4,France,Marseille,527.0,City centre,Castellane Station,Vieux Port,3.0,471.0,0.8,Hotel
9778,9779,Marseille,0.0,3.0,4.3,France,Marseille,313.0,City centre,Castellane Station,Vieux Port,4.5,978.0,0.8,Hotel
9779,9780,Marseille,0.9,2.0,3.0,France,Marseille,52.0,City centre,Castellane Station,Vieux Port,2.5,52.0,1.3,Hotel
9780,9781,Marseille,0.0,3.0,3.9,France,Marseille,175.0,City centre,Castellane Station,Vieux Port,4.0,552.0,0.8,Hotel
9781,9782,Marseille,0.3,3.0,3.7,France,Marseille,87.0,City centre,Castellane Station,Vieux Port,3.5,646.0,1.1,Hotel
9782,9783,Marseille,0.8,4.0,4.1,France,Marseille,341.0,City centre,Castellane Station,Vieux Port,4.0,883.0,1.3,Hotel
9783,9784,Marseille,13.0,2.0,2.7,France,Vitrolles,138.0,City centre,Castellane Station,Vitrolles,2.5,122.0,14.0,Vacation home Condo
9784,9785,Marseille,11.0,2.0,3.4,France,Vitrolles,36.0,City centre,Castellane Station,Vitrolles,3.5,53.0,12.0,Hotel
9785,9786,Marseille,11.0,3.0,4.0,France,Vitrolles,62.0,City centre,Castellane Station,Vitrolles,4.0,213.0,12.0,Hotel
9786,9787,Marseille,11.0,3.0,3.5,France,Vitrolles,15.0,City centre,Castellane Station,Vitrolles,3.5,76.0,12.0,Hotel
9787,9788,Marseille,13.0,3.0,4.1,France,Vitrolles,277.0,City centre,Castellane Station,Vitrolles,4.0,190.0,13.0,Hotel
9788,9789,Marseille,10.0,2.0,3.5,France,Vitrolles,27.0,City centre,Castellane Station,Vitrolles,3.0,189.0,11.0,Hotel
9789,9790,Marseille,13.0,4.0,4.0,France,Vitrolles,119.0,City centre,Castellane Station,Vitrolles,4.0,733.0,14.0,Hotel
9790,9791,Marseille,13.0,3.0,4.1,France,Vitrolles,238.0,City centre,Castellane Station,Vitrolles,4.0,432.0,13.0,Hotel
9791,9792,Marseille,13.0,4.0,3.7,France,Vitrolles,271.0,City centre,Castellane Station,Vitrolles,4.0,619.0,13.0,Hotel
9792,9793,Marseille,13.0,3.0,3.7,France,Vitrolles,39.0,City centre,Castellane Station,Vitrolles,3.5,719.0,14.0,Hotel
9793,9794,Marseille,12.0,3.0,4.1,France,Vitrolles,64.0,City centre,Castellane Station,Vitrolles,3.5,105.0,13.0,Hotel
9794,9795,Marseille,11.0,1.0,2.7,France,Vitrolles,96.0,City centre,Castellane Station,Vitrolles,2.5,190.0,12.0,Hotel
9795,9796,Marseille,11.0,3.0,3.0,France,Vitrolles,68.0,City centre,Castellane Station,Vitrolles,2.5,119.0,12.0,Hotel
9796,9797,Milan,14.0,,4.1,Italy,Abbiategrasso,49.0,City centre,Milan Romolo Station,Abbiategrasso,3.5,90.0,12.0,Inn
9797,9798,Milan,10.0,4.0,4.1,Italy,Agrate Brianza,113.0,City centre,Milan Romolo Station,Agrate Brianza,4.0,910.0,12.0,Hotel
9798,9799,Milan,12.0,3.0,4.3,Italy,Arcore,8.0,City centre,Milan Romolo Station,Arcore,3.5,116.0,14.0,Hotel
9799,9800,Milan,13.0,3.0,3.5,Italy,Arcore,22.0,City centre,Milan Romolo Station,Arcore,3.5,80.0,15.0,Hotel
9800,9801,Milan,13.0,4.0,4.6,Italy,Arcore,74.0,City centre,Milan Romolo Station,Arcore,4.5,218.0,15.0,Hotel
9801,9802,Milan,27.0,,4.5,Italy,Arsago Seprio,13.0,City centre,Milan Romolo Station,Arsago Seprio,4.5,23.0,27.0,Bed and breakfast
9802,9803,Milan,5.2,4.0,4.3,Italy,Assago,181.0,City centre,Milan Romolo Station,Assago,4.5,931.0,3.0,Hotel
9803,9804,Milan,5.8,4.0,3.5,Italy,Assago,78.0,City centre,Milan Romolo Station,Assago,3.0,530.0,3.6,Hotel
9804,9805,Milan,5.3,4.0,4.4,Italy,Assago,110.0,City centre,Milan Romolo Station,Assago,4.0,531.0,3.1,Hotel
9805,9806,Milan,4.7,4.0,4.4,Italy,Assago,216.0,City centre,Milan Romolo Station,Assago,4.0,548.0,2.5,Hotel
9806,9807,Milan,7.9,4.0,3.9,Italy,Basiglio,43.0,City centre,Milan Romolo Station,Basiglio,4.0,233.0,5.9,Hotel
9807,9808,Milan,17.0,,4.8,Italy,Bernate Ticino,35.0,City centre,Milan Romolo Station,Bernate Ticino,5.0,16.0,17.0,Bed and breakfast
9808,9809,Milan,11.0,4.0,3.7,Italy,Binasco,34.0,City centre,Milan Romolo Station,Binasco,3.5,153.0,8.3,Hotel
9809,9810,Milan,10.0,3.0,3.9,Italy,Binasco,35.0,City centre,Milan Romolo Station,Binasco,3.5,80.0,8.2,Hotel
9810,9811,Milan,10.0,4.0,4.0,Italy,Binasco,42.0,City centre,Milan Romolo Station,Binasco,4.0,92.0,7.9,Hotel
9811,9812,Milan,17.0,,4.6,Italy,Boffalora Sopra Ticino,7.0,City centre,Milan Romolo Station,Boffalora Sopra Ticino,4.5,17.0,16.0,Bed and breakfast
9812,9813,Milan,17.0,,5.0,Italy,Boffalora Sopra Ticino,2.0,City centre,Milan Romolo Station,Boffalora Sopra Ticino,,,17.0,Bed and breakfast
9813,9814,Milan,2.3,,,Italy,Milan,,City centre,Milan Romolo Station,Bovisa,,,4.2,Apartment
9814,9815,Milan,1.8,,,Italy,Milan,,City centre,Milan Romolo Station,Bovisa,,,3.6,Apartment
9815,9816,Milan,2.1,4.0,3.7,Italy,Milan,145.0,City centre,Milan Romolo Station,Bovisa,3.5,314.0,3.8,Hotel
9816,9817,Milan,2.2,,3.0,Italy,Milan,23.0,City centre,Milan Romolo Station,Bovisa,2.0,6.0,4.0,Apartment
9817,9818,Milan,2.3,,5.0,Italy,Milan,1.0,City centre,Milan Romolo Station,Bovisa,,,4.2,Apartment
9818,9819,Milan,2.3,,,Italy,Milan,,City centre,Milan Romolo Station,Bovisa,,,4.1,Apartment
9819,9820,Milan,1.7,3.0,3.7,Italy,Milan,89.0,City centre,Milan Romolo Station,Bovisa,3.5,233.0,3.7,Hotel
9820,9821,Milan,1.9,4.0,3.9,Italy,Milan,136.0,City centre,Milan Romolo Station,Bovisa,3.5,903.0,3.8,Hotel
9821,9822,Milan,2.4,3.0,3.2,Italy,Milan,67.0,City centre,Milan Romolo Station,Bovisa,2.5,142.0,4.1,Hotel
9822,9823,Milan,2.8,4.0,4.1,Italy,Milan,164.0,City centre,Milan Romolo Station,Bovisa,4.0,783.0,4.7,Hotel
9823,9824,Milan,2.2,,2.4,Italy,Milan,22.0,City centre,Milan Romolo Station,Bovisa,2.0,57.0,4.1,Guest House
9824,9825,Milan,2.2,,,Italy,Milan,,City centre,Milan Romolo Station,Bovisa,,,4.1,Apartment
9825,9826,Milan,2.8,,1.6,Italy,Milan,69.0,City centre,Milan Romolo Station,Bovisa,1.5,147.0,4.7,Inn
9826,9827,Milan,2.3,,3.4,Italy,Milan,55.0,City centre,Milan Romolo Station,Bovisa,3.5,60.0,4.1,Guest House
9827,9828,Milan,1.7,,3.9,Italy,Milan,63.0,City centre,Milan Romolo Station,Bovisa,4.0,57.0,3.6,Apartment
9828,9829,Milan,2.3,,,Italy,Milan,,City centre,Milan Romolo Station,Bovisa,1.0,2.0,4.0,Bed and breakfast
9829,9830,Milan,8.1,3.0,4.3,Italy,Brugherio,94.0,City centre,Milan Romolo Station,Brugherio,4.0,132.0,10.0,Hotel
9830,9831,Milan,13.0,4.0,4.3,Italy,Burago di Molgora,40.0,City centre,Milan Romolo Station,Burago di Molgora,4.0,123.0,15.0,Hotel
9831,9832,Milan,19.0,,4.0,Italy,Buscate,1.0,City centre,Milan Romolo Station,Buscate,3.0,6.0,19.0,Guest House
9832,9833,Milan,19.0,,3.9,Italy,Buscate,8.0,City centre,Milan Romolo Station,Buscate,4.0,12.0,19.0,Guest House
9833,9834,Milan,19.0,4.0,4.3,Italy,Buscate,12.0,City centre,Milan Romolo Station,Buscate,4.0,52.0,19.0,Hotel
9834,9835,Milan,20.0,4.0,3.9,Italy,Busto Arsizio,42.0,City centre,Milan Romolo Station,Busto Arsizio,3.5,107.0,20.0,Hotel
